"Billing Tag","Client","Agent","Instance","Backupset","Subclient","Storage Policy","Copy","Front End Backup Size","Front End Archive Size","Primary App Size","Protected App Size","Media Size"
"DCCM - OnPremisses","JBPAESBSR003","Windows File System","DefaultInstanceName","defaultBackupSet","JBPAESBSR003","#STP_DATACENTER_FS_02","1.Primary","0.07","0","0.581","0.581","0.085"
"AWS - Glacier","JBPAESBSR003","Windows File System","DefaultInstanceName","defaultBackupSet","JBPAESBSR003","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0.005","0.002"
"DCCM - OnPremisses","JBPAESBSR004","Windows File System","DefaultInstanceName","defaultBackupSet","JBPAESBSR004","#STP_DATACENTER_FS_02","1.Primary","0.086","0","0.455","0.455","0.067"
"AWS - Glacier","JBPAESBSR004","Windows File System","DefaultInstanceName","defaultBackupSet","JBPAESBSR004","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0.009","0.002"
"DCCM - OnPremisses","JBPAETLEXPLORA","Virtual Server in vcentercs.corp.tvglobo.com.br","VMware","defaultBackupSet","Cluster_PRDJB_CSPROD","#STP_DATACENTER_VM_01","Primary","0.022","0","0.292","0.292","0.051"
"DCCM - OnPremisses","JBPAETLSR003","Virtual Server in vcentercs.corp.tvglobo.com.br","VMware","defaultBackupSet","Cluster_HC380","#STP_DATACENTER_VM_01","Primary","0.114","0","0.797","0.797","0.139"
"DCCM - OnPremisses","JBPAEXLSR001","Linux File System","DefaultInstanceName","defaultBackupSet","default","STP_TVGRJ_FS_FILE","1.Primary","1.882","0","0","0","0"
"AWS - Glacier","JBPAEXLSR001","Linux File System","DefaultInstanceName","defaultBackupSet","default","STP_TVGRJ_FS_FILE","2.AWS","0","0","0","0","0"
"AWS - Glacier","JBPAEXLSR001","Linux File System","DefaultInstanceName","defaultBackupSet","default","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0.812","0.366"
"DCCM - OnPremisses","JBPAEXLSR001","Linux File System","DefaultInstanceName","defaultBackupSet","default","#STP_DATACENTER_FS_02","1.Primary","0","0","15.459","15.459","2.262"
"DCCM - OnPremisses","JBPAFASSR001","Virtual Server in vcentersvt.corp.tvglobo.com.br","VMware","defaultBackupSet","Cluster_SISCOM","#STP_DATACENTER_VM_01","Primary","0.015","0","0.083","0.083","0.014"
"DCCM - OnPremisses","JBPAFASSR002","Virtual Server in vcentersvt.corp.tvglobo.com.br","VMware","defaultBackupSet","Cluster_SISCOM","#STP_DATACENTER_VM_01","Primary","0.015","0","0.149","0.149","0.026"
"DCCM - OnPremisses","JBPAFDSSR001","Virtual Server in vcentercs.corp.tvglobo.com.br","VMware","defaultBackupSet","Cluster_PRDJB_CSPROD","#STP_DATACENTER_VM_01","Primary","0.038","0","0.16","0.16","0.028"
"DCCM - OnPremisses","JBPAFDSSR002","Virtual Server in vcentercs.corp.tvglobo.com.br","VMware","defaultBackupSet","Cluster_PRDJB_CSPROD","#STP_DATACENTER_VM_01","Primary","0.044","0","0.179","0.179","0.031"
"DCCM - OnPremisses","JBPAFDSSR004.del","Virtual Server in vcentercs.corp.tvglobo.com.br","VMware","defaultBackupSet","Cluster_PRDJB_CSPROD","#STP_DATACENTER_VM_01","Primary","0.03","0","0.12","0.12","0.021"
"DCCM - OnPremisses","JBPAFLSSR003","Virtual Server in vcentersvt.corp.tvglobo.com.br","VMware","defaultBackupSet","Cluster_SVT Cluster","#STP_DATACENTER_VM_01","Primary","1.186","0","4.947","4.947","0.864"
"DCCM - OnPremisses","JBPAFLSSR004","Virtual Server in vcentersvt.corp.tvglobo.com.br","VMware","defaultBackupSet","Cluster_SVT Cluster","#STP_DATACENTER_VM_01","Primary","1.181","0","4.911","4.911","0.857"
"DCCM - OnPremisses","JBPAFOMSR001","Virtual Server in vcentercs.corp.tvglobo.com.br","VMware","defaultBackupSet","Cluster_PRDJB_CSPROD","#STP_DATACENTER_VM_01","Primary","0.002","0","0.064","0.064","0.011"
"Azure - Cool","JBPAFPWSR001","Virtual Server in AZU-JORNADA_CLOUD_PROD","Azure Resource Manager","defaultBackupSet","PRODUCAO-PROD","STP_AZU_PRD_CLPABKPSR005_VM","Primary","0.107","0","0.624","0.624","0.304"
"Azure - Cool","JBPAFPWSR002","Virtual Server in AZU-JORNADA_CLOUD_PROD","Azure Resource Manager","defaultBackupSet","PRODUCAO-PROD","STP_AZU_PRD_CLPABKPSR005_VM","Primary","0.079","0","0.462","0.462","0.225"
"DCCM - OnPremisses","JBPAFSCSR003","Virtual Server in vcentercs.corp.tvglobo.com.br","VMware","defaultBackupSet","Cluster_PRDJB_CSPROD","#STP_DATACENTER_VM_01","Primary","0.07","0","0.312","0.312","0.054"
"AWS - Glacier","JBPAFSCSR003","Windows File System","DefaultInstanceName","defaultBackupSet","default","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0.056","0.028"
"DCCM - OnPremisses","JBPAFSCSR003","Windows File System","DefaultInstanceName","defaultBackupSet","default","#STP_DATACENTER_FS_02","1.Primary","0","0","0.631","0.631","0.092"
"DCCM - OnPremisses","JBPAFTPSR002","Virtual Server in vcentercs.corp.tvglobo.com.br","VMware","defaultBackupSet","Cluster_PRDJB_CSPROD","#STP_DATACENTER_VM_01","Primary","0.054","0","0.216","0.216","0.038"
"DCCM - OnPremisses","JBPAFTPSR003","Virtual Server in vcentercs.corp.tvglobo.com.br","VMware","defaultBackupSet","Cluster_PRDJB_CSPROD","#STP_DATACENTER_VM_01","Primary","0.02","0","0.101","0.101","0.018"
"DCCM - OnPremisses","JBPAFTPSR004","Virtual Server in vcentercs.corp.tvglobo.com.br","VMware","defaultBackupSet","Cluster_PRDJB_CSPROD","#STP_DATACENTER_VM_01","Primary","0.031","0","0.123","0.123","0.021"
"DCCM - OnPremisses","JBPAFTPSR005","Virtual Server in vcentercs.corp.tvglobo.com.br","VMware","defaultBackupSet","Cluster_PRDJB_CSPROD","#STP_DATACENTER_VM_01","Primary","0.003","0","0.013","0.013","0.002"
"DCCM - OnPremisses","JBPAGDISR001","Virtual Server in vcentercs.corp.tvglobo.com.br","VMware","defaultBackupSet","Cluster_PRDJB_CSPROD","#STP_DATACENTER_VM_01","Primary","0.051","0","0.181","0.181","0.032"
"DCCM - OnPremisses","JBPAGDISR002","Virtual Server in vcentercs.corp.tvglobo.com.br","VMware","defaultBackupSet","Cluster_PRDJB_CSPROD","#STP_DATACENTER_VM_01","Primary","0.028","0","0.108","0.108","0.019"
"DCCM - OnPremisses","JBPAGDISR003","Virtual Server in vcentercs.corp.tvglobo.com.br","VMware","defaultBackupSet","Cluster_PRDJB_CSPROD","#STP_DATACENTER_VM_01","Primary","0.025","0","0.098","0.098","0.017"
"DCCM - OnPremisses","JBPAGGWSR001","Virtual Server in vcentercs.corp.tvglobo.com.br","VMware","defaultBackupSet","Cluster_PRDJB_CSPROD","#STP_DATACENTER_VM_01","Primary","0.003","0","0.012","0.012","0.002"
"DCCM - OnPremisses","JBPAGGWSR002","Virtual Server in vcentercs.corp.tvglobo.com.br","VMware","defaultBackupSet","Cluster_PRDJB_CSPROD","#STP_DATACENTER_VM_01","Primary","0.003","0","0.015","0.015","0.003"
"DCCM - OnPremisses","JBPAHYPSR007","Virtual Server in vcentercs.corp.tvglobo.com.br","VMware","defaultBackupSet","Cluster_PRDLQ","#STP_DATACENTER_VM_01","Primary","0.036","0","0","0","0"
"AWS - Glacier","JBPAHYPSR007","Windows File System","DefaultInstanceName","defaultBackupSet","default","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0","0"
"DCCM - OnPremisses","JBPAHYPSR007","Windows File System","DefaultInstanceName","defaultBackupSet","default","#STP_DATACENTER_FS_02","1.Primary","0","0","0","0","0"
"DCCM - OnPremisses","JBPAHYPSR008","Virtual Server in vcentercs.corp.tvglobo.com.br","VMware","defaultBackupSet","Cluster_PRDLQ","#STP_DATACENTER_VM_01","Primary","0.042","0","0","0","0"
"AWS - Glacier","JBPAHYPSR008","Windows File System","DefaultInstanceName","defaultBackupSet","default","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0","0"
"DCCM - OnPremisses","JBPAHYPSR008","Windows File System","DefaultInstanceName","defaultBackupSet","default","#STP_DATACENTER_FS_02","1.Primary","0","0","0","0","0"
"DCCM - OnPremisses","JBPAHYPSR009","Virtual Server in vcentercs.corp.tvglobo.com.br","VMware","defaultBackupSet","Cluster_PRDLQ","#STP_DATACENTER_VM_01","Primary","0.043","0","0","0","0"
"AWS - Glacier","JBPAHYPSR009","Windows File System","DefaultInstanceName","defaultBackupSet","default","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0","0"
"DCCM - OnPremisses","JBPAHYPSR009","Windows File System","DefaultInstanceName","defaultBackupSet","default","#STP_DATACENTER_FS_02","1.Primary","0","0","0","0","0"
"DCCM - OnPremisses","JBPAHYPSR010","Virtual Server in vcentercs.corp.tvglobo.com.br","VMware","defaultBackupSet","Cluster_PRDJB_CSPROD","#STP_DATACENTER_VM_01","Primary","0.042","0","0.193","0.193","0.034"
"AWS - Glacier","JBPAHYPSR010","Windows File System","DefaultInstanceName","defaultBackupSet","default","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0","0"
"DCCM - OnPremisses","JBPAHYPSR010","Windows File System","DefaultInstanceName","defaultBackupSet","default","#STP_DATACENTER_FS_02","1.Primary","0","0","0","0","0"
"DCCM - OnPremisses","JBPAHYPSR011","Virtual Server in vcentercs.corp.tvglobo.com.br","VMware","defaultBackupSet","Cluster_PRDJB_CSPROD","#STP_DATACENTER_VM_01","Primary","0","0","0","0","0"
"DCCM - OnPremisses","JBPAHYPSR013","Virtual Server in vcentercs.corp.tvglobo.com.br","VMware","defaultBackupSet","Cluster_PRDJB_CSPROD","#STP_DATACENTER_VM_01","Primary","0.094","0","0.386","0.386","0.067"
"AWS - Glacier","JBPAHYPSR013","Windows File System","DefaultInstanceName","defaultBackupSet","default","STP_TVGRJ_FS_FILE","2.AWS","0","0","0","0","0"
"AWS - Glacier","JBPAHYPSR013","Windows File System","DefaultInstanceName","defaultBackupSet","default","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0.068","0.047"
"DCCM - OnPremisses","JBPAHYPSR013","Windows File System","DefaultInstanceName","defaultBackupSet","default","#STP_DATACENTER_FS_02","1.Primary","0","0","0.625","0.625","0.092"
"DCCM - OnPremisses","JBPAIEMSR001","Windows File System","DefaultInstanceName","defaultBackupSet","default","STP_TVGRJ_FS_FILE","1.Primary","0.109","0","0","0","0"
"AWS - Glacier","JBPAIEMSR001","Windows File System","DefaultInstanceName","defaultBackupSet","default","STP_TVGRJ_FS_FILE","2.AWS","0","0","0","0","0"
"DCCM - OnPremisses","JBPAINFCL007","SQL Server","JBPAINFCL007","defaultBackupSet","JBPAINFCL007/FULL","#STP_DATACENTER_DB_01","1.Primary","0.432","0","0","0","0"
"DCCM - OnPremisses","JBPAINFCL007","SQL Server","JBPAINFCL007","defaultBackupSet","JBPAINFCL007/SIMPLE","#STP_DATACENTER_DB_01","1.Primary","0.002","0","0","0","0"
"AWS - Glacier","JBPAINFCL007","SQL Server","JBPAINFCL007","defaultBackupSet","JBPAINFCL007/FULL","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0.432","0.025"
"AWS - Glacier","JBPAINFCL007","SQL Server","JBPAINFCL007","defaultBackupSet","JBPAINFCL007/SIMPLE","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0.002","0"
"DCCM - OnPremisses","JBPAINFCL010","SQL Server","JBPAINFCL010","defaultBackupSet","JBPAINFCL010/FULL","#STP_DATACENTER_DB_01","1.Primary","0.174","0","0","0","0"
"DCCM - OnPremisses","JBPAINFCL010","SQL Server","JBPAINFCL010","defaultBackupSet","JBPAINFCL010/SIMPLE","#STP_DATACENTER_DB_01","1.Primary","0.004","0","0","0","0"
"AWS - Glacier","JBPAINFCL010","SQL Server","JBPAINFCL010","defaultBackupSet","JBPAINFCL010/FULL","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","JBPAINFCL010","SQL Server","JBPAINFCL010","defaultBackupSet","JBPAINFCL010/FULL","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0"
"AWS - Glacier","JBPAINFCL010","SQL Server","JBPAINFCL010","defaultBackupSet","JBPAINFCL010/SIMPLE","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","JBPAINFCL010","SQL Server","JBPAINFCL010","defaultBackupSet","JBPAINFCL010/SIMPLE","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0"
"AWS - Glacier","JBPAINFCL010","SQL Server","JBPAINFCL010","defaultBackupSet","CTASK0037594","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","JBPAINFCL010","SQL Server","JBPAINFCL010","defaultBackupSet","CTASK0037594","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0"
"DCCM - OnPremisses","JBPAINFCL010","SQL Server","JBPAINFCL010","defaultBackupSet","CTASK0037594","#STP_DATACENTER_DB_01","1.Primary","0","0","0","0","0"
"GCP - Archive","JBPAINFCL010","SQL Server","JBPAINFCL010","defaultBackupSet","JBPAINFCL010/FULL","#_STP_GCP_SQL_DB","Primary","0","0","3.997","3.997","0.51"
"GCP - Archive","JBPAINFCL010","SQL Server","JBPAINFCL010","defaultBackupSet","JBPAINFCL010/SIMPLE","#_STP_GCP_SQL_DB","Primary","0","0","0.109","0.109","0.014"
"DCCM - OnPremisses","JBPAINFCL011","SQL Server","JBPAINFCL011\JBPAINFCL011","defaultBackupSet","JBPAINFCL011/SIMPLE","#STP_DATACENTER_DB_01","1.Primary","0.315","0","0","0","0"
"AWS - Glacier","JBPAINFCL011","SQL Server","JBPAINFCL011\JBPAINFCL011","defaultBackupSet","JBPAINFCL011/FULL","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","JBPAINFCL011","SQL Server","JBPAINFCL011\JBPAINFCL011","defaultBackupSet","JBPAINFCL011/FULL","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0"
"AWS - Glacier","JBPAINFCL011","SQL Server","JBPAINFCL011\JBPAINFCL011","defaultBackupSet","JBPAINFCL011/SIMPLE","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","JBPAINFCL011","SQL Server","JBPAINFCL011\JBPAINFCL011","defaultBackupSet","JBPAINFCL011/SIMPLE","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0"
"DCCM - OnPremisses","JBPAINFCL011","SQL Server","JBPAINFCL011\JBPAINFCL011","defaultBackupSet","JBPAINFCL011/FULL","#STP_DATACENTER_DB_01","1.Primary","0","0","0","0","0"
"GCP - Archive","JBPAINFCL011","SQL Server","JBPAINFCL011\JBPAINFCL011","defaultBackupSet","JBPAINFCL011/FULL","#_STP_GCP_SQL_DB","Primary","0","0","0","0","0"
"GCP - Archive","JBPAINFCL011","SQL Server","JBPAINFCL011\JBPAINFCL011","defaultBackupSet","JBPAINFCL011/SIMPLE","#_STP_GCP_SQL_DB","Primary","0","0","9.704","9.704","1.238"
"DCCM - OnPremisses","JBPAINFCL012","SQL Server","JBPAINFCL012\JBPAINFCL012","defaultBackupSet","JBPAINFCL012/FULL","#STP_DATACENTER_DB_01","1.Primary","0.044","0","0","0","0"
"AWS - Glacier","JBPAINFCL012","SQL Server","JBPAINFCL012\JBPAINFCL012","defaultBackupSet","JBPAINFCL012/FULL","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","JBPAINFCL012","SQL Server","JBPAINFCL012\JBPAINFCL012","defaultBackupSet","JBPAINFCL012/FULL","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0"
"AWS - Glacier","JBPAINFCL012","SQL Server","JBPAINFCL012\JBPAINFCL012","defaultBackupSet","JBPAINFCL012/SIMPLE","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","JBPAINFCL012","SQL Server","JBPAINFCL012\JBPAINFCL012","defaultBackupSet","JBPAINFCL012/SIMPLE","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0"
"DCCM - OnPremisses","JBPAINFCL012","SQL Server","JBPAINFCL012\JBPAINFCL012","defaultBackupSet","JBPAINFCL012/SIMPLE","#STP_DATACENTER_DB_01","1.Primary","0","0","0","0","0"
"GCP - Archive","JBPAINFCL012","SQL Server","JBPAINFCL012\JBPAINFCL012","defaultBackupSet","JBPAINFCL012/FULL","#_STP_GCP_SQL_DB","Primary","0","0","1.379","1.379","0.176"
"GCP - Archive","JBPAINFCL012","SQL Server","JBPAINFCL012\JBPAINFCL012","defaultBackupSet","JBPAINFCL012/SIMPLE","#_STP_GCP_SQL_DB","Primary","0","0","0.004","0.004","0"
"DCCM - OnPremisses","JBPAINFCL029","SQL Server","JBPAINFCL029","defaultBackupSet","JBPAINFCL029/SIMPLE","#STP_DATACENTER_DB_01","1.Primary","0.146","0","0","0","0"
"AWS - Glacier","JBPAINFCL029","SQL Server","JBPAINFCL029","defaultBackupSet","JBPAINFCL029/FULL","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","JBPAINFCL029","SQL Server","JBPAINFCL029","defaultBackupSet","JBPAINFCL029/FULL","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0"
"AWS - Glacier","JBPAINFCL029","SQL Server","JBPAINFCL029","defaultBackupSet","JBPAINFCL029/SIMPLE","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","JBPAINFCL029","SQL Server","JBPAINFCL029","defaultBackupSet","JBPAINFCL029/SIMPLE","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0"
"DCCM - OnPremisses","JBPAINFCL029","SQL Server","JBPAINFCL029","defaultBackupSet","JBPAINFCL029/FULL","#STP_DATACENTER_DB_01","1.Primary","0","0","0","0","0"
"GCP - Archive","JBPAINFCL029","SQL Server","JBPAINFCL029","defaultBackupSet","JBPAINFCL029/FULL","#_STP_GCP_SQL_DB","Primary","0","0","0.002","0.002","0"
"GCP - Archive","JBPAINFCL029","SQL Server","JBPAINFCL029","defaultBackupSet","JBPAINFCL029/SIMPLE","#_STP_GCP_SQL_DB","Primary","0","0","4.517","4.517","0.576"
"AWS - Glacier","JBPAINFCL038","SQL Server","JBPAINFCL038(Analysis Services)","defaultBackupSet","JBPAINFCL038/FULL","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0"
"DCCM - OnPremisses","JBPAINFCL038","SQL Server","JBPAINFCL038(Analysis Services)","defaultBackupSet","JBPAINFCL038/FULL","#STP_DATACENTER_DB_01","1.Primary","0","0","0","0","0"
"DCCM - OnPremisses","JBPAINFCL039","SQL Server","JBPAINFCL039\CONFIG","defaultBackupSet","JBPAINFCL039/SIMPLE","#STP_DATACENTER_DB_01","1.Primary","0.001","0","0","0","0"
"AWS - Glacier","JBPAINFCL039","SQL Server","JBPAINFCL039\CONFIG","defaultBackupSet","JBPAINFCL039/FULL","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","JBPAINFCL039","SQL Server","JBPAINFCL039\CONFIG","defaultBackupSet","JBPAINFCL039/FULL","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0"
"AWS - Glacier","JBPAINFCL039","SQL Server","JBPAINFCL039\CONFIG","defaultBackupSet","JBPAINFCL039/SIMPLE","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","JBPAINFCL039","SQL Server","JBPAINFCL039\CONFIG","defaultBackupSet","JBPAINFCL039/SIMPLE","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0"
"DCCM - OnPremisses","JBPAINFCL039","SQL Server","JBPAINFCL039\CONFIG","defaultBackupSet","JBPAINFCL039/FULL","#STP_DATACENTER_DB_01","1.Primary","0","0","0","0","0"
"GCP - Archive","JBPAINFCL039","SQL Server","JBPAINFCL039\CONFIG","defaultBackupSet","JBPAINFCL039/FULL","#_STP_GCP_SQL_DB","Primary","0","0","0.003","0.003","0"
"GCP - Archive","JBPAINFCL039","SQL Server","JBPAINFCL039\CONFIG","defaultBackupSet","JBPAINFCL039/SIMPLE","#_STP_GCP_SQL_DB","Primary","0","0","0.012","0.012","0.001"
"DCCM - OnPremisses","JBPAINFCL040","SQL Server","JBPAINFCL040\TRACKING","defaultBackupSet","JBPAINFCL040/FULL","#STP_DATACENTER_DB_01","1.Primary","0.295","0","0","0","0"
"AWS - Glacier","JBPAINFCL040","SQL Server","JBPAINFCL040\TRACKING","defaultBackupSet","JBPAINFCL040/FULL","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","JBPAINFCL040","SQL Server","JBPAINFCL040\TRACKING","defaultBackupSet","JBPAINFCL040/FULL","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0"
"AWS - Glacier","JBPAINFCL040","SQL Server","JBPAINFCL040\TRACKING","defaultBackupSet","JBPAINFCL040/SIMPLE","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","JBPAINFCL040","SQL Server","JBPAINFCL040\TRACKING","defaultBackupSet","JBPAINFCL040/SIMPLE","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0"
"DCCM - OnPremisses","JBPAINFCL040","SQL Server","JBPAINFCL040\TRACKING","defaultBackupSet","JBPAINFCL040/SIMPLE","#STP_DATACENTER_DB_01","1.Primary","0","0","0","0","0"
"GCP - Archive","JBPAINFCL040","SQL Server","JBPAINFCL040\TRACKING","defaultBackupSet","JBPAINFCL040/FULL","#_STP_GCP_SQL_DB","Primary","0","0","11.644","11.644","1.486"
"GCP - Archive","JBPAINFCL040","SQL Server","JBPAINFCL040\TRACKING","defaultBackupSet","JBPAINFCL040/SIMPLE","#_STP_GCP_SQL_DB","Primary","0","0","0.01","0.01","0.001"
"AWS - Glacier","JBPAINFCL041","SQL Server","JBPAINFCL041\MSGBOX","defaultBackupSet","JBPAINFCL041/FULL","_STP_DATACENTER_CLOUD_VAULT","Primary","0.012","0","0","0","0"
"AWS - Glacier","JBPAINFCL041","SQL Server","JBPAINFCL041\MSGBOX","defaultBackupSet","JBPAINFCL041/SIMPLE","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","JBPAINFCL041","SQL Server","JBPAINFCL041\MSGBOX","defaultBackupSet","JBPAINFCL041/SIMPLE","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0"
"AWS - Glacier","JBPAINFCL041","SQL Server","JBPAINFCL041\MSGBOX","defaultBackupSet","JBPAINFCL041/FULL","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0"
"DCCM - OnPremisses","JBPAINFCL041","SQL Server","JBPAINFCL041\MSGBOX","defaultBackupSet","JBPAINFCL041/FULL","#STP_DATACENTER_DB_01","1.Primary","0","0","0","0","0"
"DCCM - OnPremisses","JBPAINFCL041","SQL Server","JBPAINFCL041\MSGBOX","defaultBackupSet","JBPAINFCL041/SIMPLE","#STP_DATACENTER_DB_01","1.Primary","0","0","0","0","0"
"GCP - Archive","JBPAINFCL041","SQL Server","JBPAINFCL041\MSGBOX","defaultBackupSet","JBPAINFCL041/SIMPLE","#_STP_GCP_SQL_DB","Primary","0","0","0.009","0.009","0.001"
"GCP - Archive","JBPAINFCL041","SQL Server","JBPAINFCL041\MSGBOX","defaultBackupSet","JBPAINFCL041/FULL","#_STP_GCP_SQL_DB","Primary","0","0","0.845","0.845","0.108"
"DCCM - OnPremisses","JBPAINFCL052","SQL Server","JBPAINFCL052(Analysis Services)","defaultBackupSet","JBPAINFCL052/FULL","#STP_DATACENTER_DB_01","1.Primary","0.002","0","0","0","0"
"AWS - Glacier","JBPAINFCL052","SQL Server","JBPAINFCL052(Analysis Services)","defaultBackupSet","JBPAINFCL052/FULL","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","JBPAINFCL052","SQL Server","JBPAINFCL052(Analysis Services)","defaultBackupSet","JBPAINFCL052/FULL","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0"
"GCP - Archive","JBPAINFCL052","SQL Server","JBPAINFCL052(Analysis Services)","defaultBackupSet","JBPAINFCL052/FULL","#_STP_GCP_SQL_DB","Primary","0","0","0.061","0.061","0.008"
"DCCM - OnPremisses","JBPAINFCL053","Windows File System","DefaultInstanceName","defaultBackupSet","FS-DATABASES","#STP_DATACENTER_FS_01","1.Primary","0.101","0","1.44","1.44","1.378"
"AWS - Glacier","JBPAINFCL053","Windows File System","DefaultInstanceName","defaultBackupSet","FS-DATABASES","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0.077","0.063"
"AWS - Glacier","JBPAINFCL057","Windows File System","DefaultInstanceName","defaultBackupSet","JBPAINFCL057","STP_TVGRJ_FS_FILE","2.AWS","0","0","0","0","0"
"AWS - Glacier","JBPAINFCL057","Windows File System","DefaultInstanceName","defaultBackupSet","JBPAINFCL057","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0","0"
"DCCM - OnPremisses","JBPAINFCL057","Windows File System","DefaultInstanceName","defaultBackupSet","JBPAINFCL057","#STP_DATACENTER_FS_02","1.Primary","0","0","0","0","0"
"DCCM - OnPremisses","JBPAINFCL064","SQL Server","JBPAINFCL056/JBPAINFCL056","defaultBackupSet","JBPAINFCL056\STGOP1","#STP_DATACENTER_DB_02","1.Primary","2.147","0","0","0","0"
"DCCM - OnPremisses","JBPAINFCL064","SQL Server","JBPAINFCL056/JBPAINFCL056","defaultBackupSet","JBPAINFCL056\SISCOM","#STP_DATACENTER_DB_01","1.Primary","1.536","0","0","0","0"
"DCCM - OnPremisses","JBPAINFCL064","SQL Server","JBPAINFCL056/JBPAINFCL056","defaultBackupSet","JBPAINFCL056\FULL","#STP_DATACENTER_DB_01","1.Primary","0.903","0","0","0","0"
"AWS - Glacier","JBPAINFCL064","SQL Server","JBPAINFCL056/JBPAINFCL056","defaultBackupSet","JBPAINFCL056\FULL","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","JBPAINFCL064","SQL Server","JBPAINFCL056/JBPAINFCL056","defaultBackupSet","JBPAINFCL056\FULL","#STP_DATACENTER_DB_02","2.AWS","0","0","0","0","0"
"AWS - Glacier","JBPAINFCL064","SQL Server","JBPAINFCL056/JBPAINFCL056","defaultBackupSet","JBPAINFCL056\FULL","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0"
"AWS - Glacier","JBPAINFCL064","SQL Server","JBPAINFCL056/JBPAINFCL056","defaultBackupSet","JBPAINFCL056\SISCOM","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","JBPAINFCL064","SQL Server","JBPAINFCL056/JBPAINFCL056","defaultBackupSet","JBPAINFCL056\SISCOM","#STP_DATACENTER_DB_02","2.AWS","0","0","0","0","0"
"AWS - Glacier","JBPAINFCL064","SQL Server","JBPAINFCL056/JBPAINFCL056","defaultBackupSet","JBPAINFCL056\SISCOM","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0"
"AWS - Glacier","JBPAINFCL064","SQL Server","JBPAINFCL056/JBPAINFCL056","defaultBackupSet","JBPAINFCL056\STGOP1","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","JBPAINFCL064","SQL Server","JBPAINFCL056/JBPAINFCL056","defaultBackupSet","JBPAINFCL056\STGOP1","#STP_DATACENTER_DB_02","2.AWS","0","0","0","0","0"
