"Billing Tag","Client","Agent","Instance","Backupset","Subclient","Storage Policy","Copy","Front End Backup Size","Front End Backup Cost","Front End Archive Size","Front End Archive Cost","Primary App Size","Primary App Cost","Protected App Size","Protected App Cost","Media Size","Media Cost","Total Cost"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_FS_WEB","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0","0","0","0.148","0.148","0.135","43.592","43.74"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_FS_WEB","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_FS_WEB","#STP_DATACENTER_FS_03","1-Primary","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_ZABBIX","#STP_DATACENTER_FS_01","1.Primary","0.523","0.523","0","0","0.022","0.022","0.022","0.022","0.021","1.473","2.04"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_ZABBIX","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_ZABBIX","#STP_DATACENTER_FS_02","1.Primary","0","0","0","0","2.184","2.184","2.184","2.184","0.32","22.079","26.447"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_ZABBIX","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0","0","0","0.026","0.026","0.022","7.2","7.226"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SPSS","STP_GCOM_FS_FILE","2.AWS_NEW","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SPSS","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SPSS","#STP_DATACENTER_FS_02","1.Primary","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SPSS","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SPSS","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SSVM","STP_GCOM_FS_FILE","2.AWS_NEW","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SSVM","#STP_DATACENTER_FS_01","1.Primary","10.098","10.098","0","0","0","0","0","0","0","0","10.098"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SSVM","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SSVM","#STP_DATACENTER_FS_02","1.Primary","0","0","0","0","40.437","40.437","40.437","40.437","5.917","408.825","489.699"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SSVM","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0","0","0","0.733","0.733","0.345","111.201","111.934"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SSVM","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SUPSEG","STP_GCOM_FS_FILE","2.AWS_NEW","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SUPSEG","#STP_DATACENTER_FS_01","1.Primary","1.613","1.613","0","0","0.004","0.004","0.004","0.004","0.004","0.255","1.876"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SUPSEG","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SUPSEG","#STP_DATACENTER_FS_02","1.Primary","0","0","0","0","5.608","5.608","5.608","5.608","0.821","56.695","67.911"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SUPSEG","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0","0","0","0.136","0.136","0.095","30.477","30.613"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_WEB","STP_GCOM_FS_FILE","2.AWS_NEW","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_WEB","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_WEB","#STP_DATACENTER_FS_03","1-Primary","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_WWS","STP_GCOM_FS_FILE","2.AWS_NEW","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_WWS","#STP_DATACENTER_FS_01","1.Primary","0.016","0.016","0","0","0.016","0.016","0.016","0.016","0.016","1.071","1.119"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_WWS","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_WWS","#STP_DATACENTER_FS_02","1.Primary","0","0","0","0","0.049","0.049","0.049","0.049","0.007","0.491","0.589"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_WWS","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0","0","0","0.016","0.016","0.015","4.952","4.968"
"AWS - Glacier","cmay22lb07","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_FOREMAN","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb07","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_MEASURES","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb07","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_JFROG","STP_GCOM_FS_FILE","3.Primary_OLD","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb07","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_JFROG","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb07","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_BILLING","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb07","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_GIT","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb07","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_MONITORACOES","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb07","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SUPSEG","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb07","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_WEB","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_JFROG","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_MEASURES","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SUPSEG","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_GRAYLOG_04","STP_GCOM_FS_LOG_RETENÇÃO_1ANO","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_GRAYLOG_03","STP_GCOM_FS_LOG_RETENÇÃO_1ANO","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_CACHOS","STP_GCOM_FS_LOG_RETENÇÃO_1ANO","2.AWS","0","0","75.673","75.673","0","0","0","0","0","0","75.673"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_CACHOS","#STP_DATACENTER_LOG_01","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_GRAYLOG_01","STP_GCOM_FS_LOG_RETENÇÃO_1ANO","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_GRAYLOG_02","STP_GCOM_FS_LOG_RETENÇÃO_1ANO","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_MONGO","STP_GCOM_FS_DB","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_MONGO","STP_GCOM_FS_DB","1.newPool","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_MONGO","STP_GCOM_FS_DB","4.AWSforOLD","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_ARANGODB","STP_GCOM_FS_DB","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_CARTOLA","STP_GCOM_FS_DB","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_CARTOLA","STP_GCOM_FS_DB","1.newPool","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_CASSANDRA","STP_GCOM_FS_DB","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_DEV","STP_GCOM_FS_DB","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_VIRTUOSO","STP_GCOM_FS_DB","1.newPool","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_MONITORACOES","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_WWS","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SSVM","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_VIDEOS_LISTA","STP_GCOM_FS_MEDIA","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_JENKINS","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_BILLING","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_GIT","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM ARCHIVE","teste GRAYLOG","STP_GCOM_FS_LOG","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_LOGSUNIX","STP_GCOM_FS_LOG_RETENÇÃO_1ANO","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_LOGSUNIX","STP_GCOM_FS_LOG","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM ARCHIVE","bkp_archive_controle_2","STP_GCOM_FS_LOG","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM ARCHIVE","bkp_archive_controle_3","STP_GCOM_FS_LOG","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_IIS","STP_GCOM_FS_LOG_RETENÇÃO_1ANO","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_IIS","STP_GCOM_FS_LOG","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_FOREMAN","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb21","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_CARTOLA - Até 13-09-2020","STP_GCOM_FS_DB_02","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb21","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_DEV - Até 21-06-2020","STP_GCOM_FS_DB_02","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb21","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_MONGO","STP_GCOM_FS_DB_02","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb21","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_ORACLE_01","STP_GCOM_FS_DB_02","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb21","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_ZABBIX - Até 13-09-2020","STP_GCOM_FS_DB_02","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb21","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_MYSQL_02 - Até 15-09-2020","STP_GCOM_FS_DB_02","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb21","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_POSTGRE - Até 14-09-2020","STP_GCOM_FS_DB_02","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb21","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_QA - Até 21-06-2020","STP_GCOM_FS_DB_02","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb21","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_REDIS - Até 14-09-2020","STP_GCOM_FS_DB_02","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb21","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","HDS_AGENT","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb21","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","HDS_AGENT","STP_GCOM_FS_FILE","1.Primary_NEW","0.029","0.029","0","0","0.413","0.413","0.413","0.413","0.114","7.871","8.726"
"AWS - Glacier","cmay22lb21","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","HDS_AGENT","STP_GCOM_FS_FILE","2.AWS_NEW","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb23","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","Baremetal","STP_GCOM_FS_FILE","1.Primary_NEW","0.017","0.017","0","0","0","0","0","0","0","0","0.017"
"AWS - Glacier","cmay22lb23","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","Baremetal","STP_GCOM_FS_FILE","2.AWS_NEW","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb23","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_GRAYLOG_03","STP_GCOM_FS_LOG_RETENÇÃO_1ANO","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb23","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_FLASHVIDEO","STP_GCOM_FS_LOG_RETENÇÃO_1ANO","1.Primary","0","0","294.124","294.124","0","0","0","0","0","0","294.124"
"AWS - Glacier","cmay22lb23","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_FLASHVIDEO","STP_GCOM_FS_LOG_RETENÇÃO_1ANO","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb23","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_FLASHVIDEO","#STP_DATACENTER_LOG_01","1.Primary","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb23","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_FLASHVIDEO","#STP_DATACENTER_LOG_01","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb23","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_FLASHVIDEO","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb23","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_HLS","STP_GCOM_FS_LOG_RETENÇÃO_1ANO","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb23","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_HLS","#STP_DATACENTER_LOG_01","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb23","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_HLS","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","189.304","189.304","0","0","0","0","0","0","189.304"
"AWS - Glacier","cmay22lb23","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_LOGSUNIX - ate - 18-04-2020","STP_GCOM_FS_LOG_RETENÇÃO_1ANO","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb23","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_GRAYLOG_02","STP_GCOM_FS_LOG_RETENÇÃO_1ANO","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb23","Linux File System","DefaultInstanceName","ONDEMAND FAAS_01","ONDEMAND FAAS_01","STP_GCOM_FS_DB_02","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb23","Linux File System","DefaultInstanceName","ONDEMAND FAAS_01","ONDEMAND FAAS_01","#STP_DATACENTER_DB_01","1.Primary","0","0","0","0","19.508","19.508","19.508","19.508","13.402","925.931","964.947"
"AWS - Glacier","cmay22lb23","Linux File System","DefaultInstanceName","ONDEMAND FAAS_01","ONDEMAND FAAS_01","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0","0","1.28","1.28","0.493","158.696","159.976"
"DCCM - OnPremisses","cmay22lb23","Linux File System","DefaultInstanceName","ONDEMAND FAAS_01","ONDEMAND FAAS_01","#STP_DATACENTER_DB_02","1.Primary","0","0","0","0","12.413","12.413","12.413","12.413","3.426","236.724","261.55"
"AWS - Glacier","cmay22lb23","Linux File System","DefaultInstanceName","ONDEMAND FAAS_01","ONDEMAND FAAS_01","#STP_DATACENTER_DB_02","2.AWS","0","0","0","0","0","0","1.215","1.215","0.465","149.728","150.943"
"AWS - Glacier","cmay22lb23","Linux File System","DefaultInstanceName","ONDEMAND FAAS_01","ONDEMAND FAAS_01","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb23","Linux File System","DefaultInstanceName","ONDEMAND FAAS_01","ONDEMAND FAAS_01","#STP_DATACENTER_DB_02","3.AWS ONDEMAND","0","0","0","0","0","0","1.215","1.215","0.94","302.995","304.21"
"AWS - Glacier","cmay22lb23","Linux File System","DefaultInstanceName","ONDEMAND FAAS_04","ONDEMAND FAAS_04","STP_GCOM_FS_DB_02","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb23","Linux File System","DefaultInstanceName","ONDEMAND FAAS_04","ONDEMAND FAAS_04","#STP_DATACENTER_DB_01","1.Primary","0","0","0","0","16.171","16.171","16.171","16.171","11.109","767.543","799.885"
"AWS - Glacier","cmay22lb23","Linux File System","DefaultInstanceName","ONDEMAND FAAS_04","ONDEMAND FAAS_04","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0","0","0.676","0.676","0.289","93.187","93.863"
"DCCM - OnPremisses","cmay22lb23","Linux File System","DefaultInstanceName","ONDEMAND FAAS_04","ONDEMAND FAAS_04","#STP_DATACENTER_DB_02","1.Primary","0","0","0","0","7.5","7.5","7.5","7.5","2.07","143.034","158.034"
"AWS - Glacier","cmay22lb23","Linux File System","DefaultInstanceName","ONDEMAND FAAS_04","ONDEMAND FAAS_04","#STP_DATACENTER_DB_02","2.AWS","0","0","0","0","0","0","0.732","0.732","0.299","96.303","97.035"
"AWS - Glacier","cmay22lb23","Linux File System","DefaultInstanceName","ONDEMAND FAAS_04","ONDEMAND FAAS_04","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb23","Linux File System","DefaultInstanceName","ONDEMAND FAAS_04","ONDEMAND FAAS_04","#STP_DATACENTER_DB_02","3.AWS ONDEMAND","0","0","0","0","0","0","0.732","0.732","0.567","182.584","183.316"
"DCCM - OnPremisses","cmay22lb23","Linux File System","DefaultInstanceName","ONDEMAND MONGO","ONDEMAND MONGO","#STP_DATACENTER_DB_01","1.Primary","0","0","0","0","78.473","78.473","78.473","78.473","53.909","3,724.582","3,881.528"
"AWS - Glacier","cmay22lb23","Linux File System","DefaultInstanceName","ONDEMAND MONGO","ONDEMAND MONGO","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb23","Linux File System","DefaultInstanceName","ONDEMAND MONGO","ONDEMAND MONGO","#STP_DATACENTER_DB_02","1.Primary","0","0","0","0","63.347","63.347","63.347","63.347","17.485","1,208.062","1,334.756"
"AWS - Glacier","cmay22lb23","Linux File System","DefaultInstanceName","ONDEMAND MONGO","ONDEMAND MONGO","#STP_DATACENTER_DB_02","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb23","Linux File System","DefaultInstanceName","ONDEMAND MONGO","ONDEMAND MONGO","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb23","Linux File System","DefaultInstanceName","ONDEMAND MONGO","ONDEMAND MONGO","#STP_DATACENTER_DB_02","3.AWS ONDEMAND","0","0","0","0","0","0","0","0","0","0.001","0.001"
"DCCM - OnPremisses","cmay22lb23","Linux File System","DefaultInstanceName","ONDEMAND MYSQL","ONDEMAND MYSQL","#STP_DATACENTER_DB_01","1.Primary","0","0","0","0","36.565","36.565","36.565","36.565","25.12","1,735.519","1,808.649"
"AWS - Glacier","cmay22lb23","Linux File System","DefaultInstanceName","ONDEMAND MYSQL","ONDEMAND MYSQL","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb23","Linux File System","DefaultInstanceName","ONDEMAND MYSQL","ONDEMAND MYSQL","#STP_DATACENTER_DB_02","1.Primary","0","0","0","0","30.142","30.142","30.142","30.142","8.32","574.825","635.109"
"AWS - Glacier","cmay22lb23","Linux File System","DefaultInstanceName","ONDEMAND MYSQL","ONDEMAND MYSQL","#STP_DATACENTER_DB_02","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
